speakerA_name,speakerB_name,speakerA-1,speakerB-2,speakerA-3,speakerB-4,speakerA-5
Rahma,Salma,Jangan bilang lo mau putus sama Nathan?,Hidup gue sama Nathan mesti jalan Ma. Salh satu dari kami harus ada yang ambil sikap. Lo anteri gue ya?,Ha?,Ke rumah dia.,Lo yakin?
Rahma,Salma,"Baru 3.000 re-twit, nih Sal. Dari semalem nambahnya gak banyak.",Gue jadi lagi mikir Ma.,Soal Zanna apa Nathan?,"Gue nyesel aja sih, kenapa harus kayak gini. Tapi di sisi lain juga gue mikir, kalo gue gak kebawa emosi buat mutusin Nathan, apa ya sekarang kita bisa bantu Zanna kayak gini?","Ya, juga sih Sal."
Deni,Nathan,"Eh, stop. Sudah","Kalo bukan karena teman lama, sudah gue habisin lo dari tadi.","Sama Nat. Kalo bukan karena teman lama yang sudah gue anggap kayak sodara sendiri, lo sudah habis sama anak-anak dari awal lo bikin masalah. Terus lo pikir pansos di medsos, nyebarin fitnah, itu bakal mengubah keadaan?","Enggak, Den. Itu bukan fitnah. Lo semua masih punya waktu buat balik badan dan dukung gue.",Lo juga masih punya banyak waktu kok. Buat berhenti malu-maluin diri sendiri. 
Salma,Nathan,"Nat, kamu gak apa-apa?",Tenang. Ketampanan melindungiku.,Kebiasaan deh. ,Kita gak bisa gini terus.,"Ya, Nat. Aku juga lagi berusaha untuk cari waktu biar kita bisa ngejelasin semuanya. "
Afkar,Salma,Ternyata nunggu itu gak enak ya?,"Gue minta maaf banget kak, sudah ngasih lo harapan.","Ya sudah, gak usah diterusin.",Ka Afkar maafin gue ta?,"Sudah, gak apa-apa."
Nurse Linda,Kresna,"Hei, kamu nggak boleh ngerokok di sini.","Bukan saya, suster. Tapi dia. Suster bukan saya yang ngerokok. Tadi ada bapak-bapak di samping saya yang emang beneran ngerokok.",Hari ini kamu jadwal konsul ke dokter Agus. Dompet kamu yang kamu tinggal di pinggir kolam. Saya pinjem KTPnya untuk isi formulir.,Suster yang nolong saya kemaren?,Kebetulan lewat dan satu apartemen.
Kresna,Dr. Agus,Saya nggak kenal siapa dia dok. Dari tadi ngikutin saya terus. Sekarang malah duduk di samping saya.,Di samping? Apa dia juga yang suruh anda untuk bunuh diri?,Enggak dok. Itu emang mau saya sendiri. Saya juga baru liat ini orang di sini.,"Sebelumnya anda pernah punya teman seperti ini, yang ikut ke mana pun anda pergi?",Nggak dok. Baru dia aja.
Dr. Agus,Kresna,Bagaimana keadaan Mas Kresna hari ini?,Baik dok.,Masih suka liat temen-temennya?,Nggak dok.,Masih suka ngerasa mereka ada di sini?
Tante Rossi,Kresna,"Tadi saya ke tempat kmau, aduh jorok, kotor, pengap tempatnya nggak diurus! Sekarang bayar sewa tunggakan. Mana? Ayo bayar!",Saya minta waktu lagi. Belum ada uang.,Aduh ngga bisa. Harus bayar sekarang. Kamu mau saya usir dari sini?,Kamu cantik sekali Rossi. Kamu itu menggemaskan. ,Kresna. Kresna. Tante ngerti kok. Laen kali ya.
Nurse Linda,Papa Nurse Linda,Papa.,"Eh, Linda. Bukannya sif malem?","Papa ngapain keluyuran kaya gini? Papa harusnya istirahat, ngapain makan makanan itu?",Punya dia kan ini. Iya kan Jo?,"Papa begini, Linda masukin lagi ke rumah sakit."
Kresna,Kuatno,"Udahlah Pak. Kalau di toko barang begini nggak ada radionya, saya juga nyerah. Mau nyari kemana lagi.",Emang bukan di sini.,"Bapak tuh tau ya, radionya ada di mana? Kok nggak bilang sih?","Situ nggak tanya. Bagaimana saya mau jawab? Emangnya mentang-mentang hantu, saya bisa baca pikiran orang?","Ya, bapak inisiatif dong!"
Kuatno,Kresna,Aturan di dunia hantu itu begitu. Kita nggak boleh ngomong sembarangan sama manusia. Harus keliatan misterius. Itu bedanya dunia gaib dan dunia manusia.,"Ya udah, intinya di mana radionya?",Nah gitu nanya. Baru saya jawab.,"Saya udah nanya nih pak, di mana radionya?",Itu radio.
Wende,Kresna,"Lho, hei! Apa lagi kamu ini?",Ini bukan radiomu yang dulu Ndoh?,"Kalau radio yang dulu, sudah rusak. Dan saya jual.","Jual ke mana, Ndoh?",Jual ke mana ya? Ma'in!
Kresna,Wende,Tinggal di mana si Ma'in itu?,"Tuh pasar sebelah sana itu, di pojokan itu ada pos keamanan. Tanya Ma'in di mana, orang tau semua.",Makasih lho.,"Hei, itu dulu. Sekarang itu sudah pindah tempatnya digusur. Sekarang iitu ada di Kamat Tunggak.",Gimana sih ini?
Nurse Linda,Kresna,"Kres, kamu gimana keadaannya? Udah jauh lebih sehat?","Aku baik-baik aja. Tapi kadang, aku masih ngerasa kesepian.",Iya. Bener.,Tanaman yang kamu pegang itu.,"Oh. Ini namanya, monstera, Kresna."
Nurse Linda,Kresna,Ini tuh hadiah dari pasien aku. Bagus ya? Mereka tau aku suka banget sama tanaman.,Aku juga suka sama...,Kres. Kenapa?,Aku pindah tempat duduk.,"Tunggu. Nggak apa, duduk di sini aja."
Nurse Linda,Kresna,"Kalau kamu lagi ada masalah, kamu nggak apa-apa cerita aja sama aku. Nanti aku dengerin.",Aku nggak ada masalah kok Lin. Baik-baik aja.,"Tapi emang gitu si Kres. Biasanya, orang kalau lagi ada masalah itu, suka rasa mereka nggak punya masalah itu. Namanya denial.",Denial.,"Dulu juga aku gitu. Waktu ibu aku meninggal, sebenarnya aku ngerasa kehilangan banget. Tapi aku nggak mau ngerasain hal itu."
Kresna,Nurse Linda,Kamu mau nggak?,Mau apa?,Kamu mau nggak main sepatu roda sama aku?,Emang kami bisa maen sepatu roda?,"Aku tuh bukan cuma bisa, tapi jago. "
Kuatno,Chika,Dia itu harus nyari Ma'in dulu!,"Nggak bisa, dia udah janji mau main sama Linda",Anak kecil harus ngalah sama orang tua!,Orang tua yang ngalah sama anak kecil!,Nih. Kamu pilih mana?
Linda,Kresna,Kamu jago banget!,Yuk.,Tapi takut Kres.,"Kamu tenang aja ada aku, yuk.",Janji pegang yang bener. Jangan dilepas. Terus jalannya pelan-pelan.
Linda,Kresna,Tapi Kresna makasih banget lho. Udah ngajakin aku maen sepatu roda.,Sama-sama lah Lin.,Soalnya aku udah lama banget nggak ngerasa seseru tadi.,Aku juga kok.,"Oh iya, Kres. Aku harus balik ke rumah sakit. Aku duluan nggak apa-apa? Dah Kresna."
Kresna,Chika,Mau lagi? Cukup ya?,Satu lagi ya? Bukan buat aku.,Terus buat siapa?,Buat Linda. Papanya kritis. Masuk rumah sakit.,Kok kamu tau?
Kresna,Nurse Linda,"Gulali bagus, buat ngehibur hati yang sedih.",Kok kamu tau?,Soal papamu sakit?,"Bukan. Dulu waktu aku masih kecil, papa setiap pulang kerja, pasti beliin aku ini. Tadi tuh aku takut banget Kres. Waktu ngeliat papa kritis. padahal aku tuh masih marah banget sih sama dia.",Marah? Marah karena dia keras kepala ya?
Kresna,Bima,"Pak. Saya udah capek banget nih, bolak-balik. Nyari angkot sana sini, rute Pasar Minggu-Depok. Permintaan bapak apa sebenernya?",Tapi itu bukan angkot yang biasa aku bawa.,Bapak tuh supir angkot ya? Bapak cuma nyari angkot yang bapak supirin dulu? Kenapa nggak bilang?,Kamu nggak nanya. Kamu pikir hantu...,"Bisa baca pikiran orang? Capek! Kalau angkot bapak 20 tahun lalu, saya tau dimana tempatnya. Tempat rongsokan."
Papi,Rudy,"Angin yang bergerak dari bawah membuat tanganmu naik turun. Itu logika dasar, kenapa pesawat bisa terbang.","Jadi, semua benda terbang, caranya seperti itu?",Ya. Kecuali balon,Balon? kalau balon seperti apa?,Jika udara di dalam balon lebih ringan daripada diluar. balonnya bisa terbang.
Fikri ,Hasan,"Udah shalat subuh belum, San?","Tadi kesiangan dikit, Fi.","Nggak apa-apa, yang penting jangan putus.","Iya, gue lagi usaha perbaikin.",Gue temenin tiap pagi kalau mau.
Aisyah,NIsa,Kadang aku iri sama orang yang imannya kuat.,"Iman naik turun, Syah, itu manusiawi.",Tapi aku pengen lebih istiqamah.,"Ayo bareng-bareng, kita saling ingetin.","Terima kasih, Nis. Aku butuh teman kayak kamu."
Ustad Rahman,Ali,"Apa makna sabar buat kamu, Ali?","Nerima apa yang Allah kasih, tanpa marah.",Bagus. Sabar itu kunci rezeki.,"Kadang berat, Ustad.",Makanya sabar itu pahalanya besar.
Zahra,Iqbal,Pernah ngerasa doa kamu nggak dikabulkan?,"Sering, Zah.",Aku juga. Tapi mungkin Allah simpen yang lebih baik.,"Iya ya, percaya rencana-Nya aja.","Iya, percaya tanpa syarat."
Anwar,Salim,"Lo masih rutin baca Qur'an, Lim?","Masih, walau kadang cuma satu ayat sehari.","Satu ayat pun tetap mulia, bro.","Yang penting istiqamah, ya?",Bener. Allah liat usaha kita.
Siti,Fadhil,"Aku takut mati, Dil.","Wajar, Ti. Aku juga.","Tapi kita harus siap, kan?","Iya, dengan amal baik.",Semoga kita husnul khatimah.
Aris,Lydia,Aku mau telepon Raya dulu.,Kenapa lagi sih Raya?,Kamu lihat enggak dia sedihnya kayak apa tadi?,"Yah, tapi kenapa dia sedih terus sih?","Dia putri gua.
"
Lydia,Aris,"Yah, maksud aku bukan kayak gitu. Aku juga tahu...","Yah, terus maksud kamu apa?","Aku sayang juga sama Raya. Cuma aku merasa dia selalu jauh aja. Dia selalu jaga jarak.
","Yah, jelas lah itu karena kita yang harus mengerti. Bukan dia yang harus ngertiin kita. Masa kamu gini aja
enggak mengerti sih?","Terserah, deh, Mas."
Aris,Kinan,Raya enggak apa-apa?,"Enggak, dia lagi enggak baik-baik saja. Tapi enggak apa-apa kok. Aku bisa atasi.


","Kalau kamu enggak keberatan besok...
aku mau jemput dia...terus ajakin dia jalan, biarin dia inap di rumah...Senin nanti biar aku yang antar ke sekolah. Kayaknya mungkin dia juga butuh waktu sama aku lebih banyak.","Ya udah, aku coba ngomong dulu sama anaknya, ya.
Mudah-mudahan mau.","Ya, tapi...Kabari aku.

"
Raya,Aris,"Kita berdua aja, kan?","Ya, berdua aja.
","Nanti malam Raya bobo sama siapa?
","
Sama papi.

",Enggak sama tante Lydia?
Kinan,Andre,"Aduh, Andre, gua minta maaf banget ya. Gua udah hancurin
acara elu, terus pakai gua bentak lagi tadi.
","Enggak apa-apa, Nan. Gua mengerti kok.
","Yah, paling enggak gua sekarang ada gambaran.....elu tuh kalau lagi marah sedahsyat itu. Ya udah, gua duluan. Raya lagi butuh elu tuh.","Ya. Andre. 
Oh, ya. Makasih ya. Hati-hati ya, Andre.","
Ya.
"
Lydia,Mama Lydia,"Tapi kalau menurut mama......kira-kira mas Aris bakalan balik lagi enggak sama mbak Kinan?
",Enggaklah. Kenapa kamu bisa mikir sampai kayak begitu?,"Terus gimana ya caranya memastikan kalau mas Aris itu
udah enggak ada perasaan lagi sama dia?","Perasaan itu...enggak akan jadi apa-apa kalau enggak ada kesempatan. Kamu enggak bisa mengendalikan perasaannya Aris. Yang penting...kamu jaga...jangan sampai kesempatan itu ada.
",Ya. 
Raya,Kinan,"Papi, semalam ke rumah ya? Raya lagi kangen sama papi ya makanya kebawa mimpi.

","Enggak. Itu kenyataan.
","Papi beneran ke rumah, kan?","
Ya.
",Terus kenapa papi enggak ke kamar Raya?
Kinan,Lydia,"Ini kita mau ke mana ya, Lydia?","Mas Aris ngapain semalam ke rumah kamu? Raya sendiri yang ngomong.

","Dia balikin cincin kawin saya.
","Tengah malam? Berduaan? Ngapain, mbak?
","Yah, kamu tanyalah suami kamu.
"
Lydia,Kinan,"Yah, saya enggak bisa tanya sama suami saya.","Ya, kenapa?","Yah, karena saya tahu gimana dulu dia bohongin kamu. Apa kalian bercinta?",Apa?,Apa kalian bercinta?
Kinan,Lydia,Gila elu ya?,"Di depan ini jalanan putus ya...Kalau kamu masih enggak mengaku, enggak peduli kita berdua mati!","Kalau saya mati, Raya akan baik-baik saja karena masih ada bapaknya. Kalau kamu mati, Aris akan baik-baik saja karena masih banyak perempuan lain. Kamu yakin mau kasih itu kesempatan buat dia?",Bukan saya yang bikin perkawinan kalian bubar!,"Ya, saya tahu! Saya tahu!
"
Aris,Lydia,Dari mana kamu?,"Aku habis ketemu sama Kinan.
","Ngapain sih? Ada baiknya kamu enggak harus tahu semua hal? Makin kamu tahu banyak, kamu yang makin sakit. Ini yang terjadi di pernikahanku sebelumnya

","Kamu tuh sebenarnya kanapa sih, Mas, nikahin aku? Karena kamu cinta atau karena apa? Kalau dia kemarin enggak ceraikan kamu......kamu bakal nikahin aku enggak?
","Kamu ngomongin apa sih? Aduh, beneran deh, Lydia?"
Sophie,Indro,"Ndro, kau sedang apa? Sudahlah daripada stres, lebih baik kalian ikut saya ke acara ulang tahun teman. Ya?","Stres karena tidak punya uang, malah diajak ke pesta ulang tahun. Tidak nyambung ","Tidak, jangan salah. Teman saya ini anak orang kaya. Siapa tahu dia mau membantu kalian?",Berangkat kalau begitu,Mari
Gita Wirjawan,Mahfud MD,Apa itu sekolahnya namanya?,"Pendidikan Hakim Islam. Nah, terus saya masuk ke sana cita-cita berubah lagi nih, ini jadi guru agama Islam. Wah saya enak ini jadi Hakim.",Mau jadi Hakim Islam kan?,"Benar, nah di pendidikan Hakim Islam ini di Jogja, ini SMA Guru-gurunya itu Hakim, Jaksa, Pengacara.",Oke
Gita Wirjawan,Mahfud MD,"Bapak ini sangat menguasai gak filsafat Hukum Islam dan Konstitusi, Pancasila dan lain-lain. Untuk orang awam itu gimana sih Pak?","Begini, itu kita mulai dari sejarah pembentukan negara dan perumusan ideologi dan konstitusi saya ingin mengatakan, kita harus berterima kasih kepada generasi Gus Dur dan generasi Nurholis Majid di tahun-tahun 80-an yang mekonsiliasi ini, merekonsiliasi hubungan-hubungan ini",Ya,Nah ini pertanyaan mas Gita tadi Pak Mahfud bisa melakukan Rekonsiliasi atau reintegrasi antara hukum umum dan hukum agama,Ya
Gita Wirjawan,Mahfud MD,Nah ini gimana di negara yang mungkin IQ nya masih terbatas kualitas tafsir nya gimana itu,"Begini, kalau tafsir-tafsir seperti tadi kan itu ada di lingkungan elit ya, ada tuku agama, para politis itu bisa diberi pengertian",Ya,"Akibatnya kita itu tidak bisa berdemokrasi dengan baik, memajukan ekonomi, dan sebagainya. ",Oke
Gita Wirjawan,Mahfud MD,"Nah demokrasi ini politi kan, menurut Bapak itu gimana sih kualitas demokrasi sekarang di Indonesia dan di seluruh dunia","Elektorat kita 93%, itu pendidikannya gak sampai S1, rumah tangga kita 88%, pendidikannya gak sampai S1. Jadi bagaimana kualitas mereka bisa memilih isu atau orang yang benar untuk menyongsong Demokratisasi ke depan",Oke,Aristoteles itu kan terus berkembang dulu dia menyebut intinya tiga tapi kemudian menjadi enam,Iya
Gita Wirjawan,Mahfud MD,"Ini Indonesia udah eksis sebagai demokrasi cukup lama, tapi kita masih kurang mendistribusi public goods gimana Pak?","Itu mengonfirmasi sebenarnya teori lamanya, tadi yang saya katakan Aristoteles",Oke,Nah itu sebabnya karena kesadaran akan itu dulu lalu kan kebijakan anggaran pendidikan untuk kesejahteraan guru kemudian perguruan tinggi dan sebagainya,Iya-iya
Gita Wirjawan,Mahfud MD,"Penegakan hukum itu yang bisa menyeimbangkan antara yang di atas dengan yang di bawah untuk mengaktualisasikan nilai apapun nilai ekonomi, nilai budaya, nilai sosial, nilai spiritual, nilai teknologi, apapun membangun keseimbangan hukum. Gimana Pak?","Jadi begini, pembangunan hukum untuk kelangsungan sebuah negara yang maju itu menurut teorinya itu Friedman menyebut tata tiga kan kalau Anda ingin bagus hukumnya tiga dong","Oke, apa saja itu Pak?","Satu Legal substance itu aturannya kayak apa, yang kedua Legal structure penegakan hukumnya seperti apa yang ketiga Legal culture",Oke
Gita Wirjawan,Mahfud MD,Jadi kepastian hukum nggak ada Pak di tempat Bapak itu nggak ada kepastian hukum?,"Saya pernah naik pesawat dari Singapur dengan seorang investor, dia cerita Pak saya mau investasi di negara Bapak, kepastian hukumnya nggak ada, misalnya sudah ada undang-undang untuk memuang ini, biayanya segini nanti ada pejabat dari kantor Bapak dari kantor pemerintah datang udah kamu bayar sekian aja sisanya bagi dua","Ini cukup empiris Pak kalau saya perhatiin 30 tahun terakhir, perekonomian atau ekonomi Tiongkok itu pertumbuhannya naik 10 kali lipat pendapatan per orang",Daya saing itu ngukurnya jumlah izin yang dikeluarkan Tiongkok itu bisa ngeluarkan izin usaha,Begitu
Mahfud MD,Gita Wirjawan,Saya sepakat bahwa penegakan hukum ini kalau tidak disikapi kita gak akan bisa meningkatkan pertumbuhan ekonomi atau aktivitas ekonomi, Bagus Pak,"Itu dari pandangan orang-orang di luar, di luar ilmu hukum itu sudah mengatakan begitu",Siap,"Ini masalahnya hukum kan World Bank juga mengatakan aset sebuah bangsa itu yang 23 itu aset yang bisa Tangible, bisa di hitung, dirabah dan sebagainya"
Gita Wirjawan,Mahfud MD,Nah itu kalau menurut saya kita tuh sangat bisa menyikapi ini untuk kemajuan ekonomi,Iya,"Dan bahkan saya melihat kalau kita tuh, ya dengan yang kerangka yang ada itu kita 5% sudah di tangan, kalau kita mau tumbuh 8% yang kita harus cari 3% nya, 3% dari ekonomi",Iya-iya,"3% x 1,4 triliun untuk kurang lebih 40 miliar dolar, jadi tinggal dicari aja penanaman modal dari 31 miliar naik ke 71 miliar dolar"
Gita Wirjawan,Mahfud MD,"Ada buku yang menarik juga Pak Amut, ini ditulis oleh sebelum itu artinya kan ini hanya perlu ketegasan presiden iya kan",Iya,Apa coba kan ini presiden sudah jelas kok masalahnya ini yang harus dilakukan masalahnya ada sini sini sini sini sini kan perlu itu,Itulah perlunya ada pergantian pemerintahan demokrasi,Oke
Mahfud MD,Gita Wirjawan,Oke apalagi poin saya adalah ini bukan kemustahilan,Bukan kemustahilan,"Iya kan banyak yang berpikir wah ini gak mungkin secara matematis, secara ekonomis menurut saya ini sangat mungkin karena duitnya ada di luar tinggal dicurahkan aja",Iya,Kalau pinjam istilahnya Rocky Gerung kalau menganggapin mustahil hanya orang dumu
Gita Wirjawan,Mahfud MD,Pola korupsi yang terjadi di Amerika di akhir abad ke-19 itu gak beda dengan apa yang terjadi di Tiongkok dan dia membedakan pola korupsi,"Ada pola korupsi yang disebut namanya speed money, jadi orang memberikan untuk difasilitasi konsesi, tapi dikawal",Iya ,Nah itu,Itu ya
Gita Wirjawan,Mahfud MD,"Ini Yuan Yuan Eng, dia profesor di Johns Hopkins sekarang",Iya betul,"Dan di Indonesia itu nampaknya sedang mengalami gejala seperti itu kan, orang Investasi disuruh bayar, maunya dikawal","Saya nolies tentang itu hukum itu sekarang, saya cerita waktu itu, zaman Orde Baru itu kenapa kita melakukan reformasi, karena di zaman Orde Baru itu hukum dijadikan, diberi fungsi Positivistik",Oke
Gita Wirjawan,Mahfud MD,"Nah sekarang itu mau diberlakukan pada korupsi katanya ada di undang-undang kejaksaan, memang gak ada tetapi khusus untuk itu","Menurut pasal 35, khusus untuk pidana ekonomi, kok sekarang mau masuk ke pidana korupsi, nah menurut saya ya besok kalau gitu udah, gak usah ada penjara",Iya,"Pak Gita berapa sih jumlah koruptor di Indonesia kalau ini ada lagi alasannya yang di DPR
","Wah itu, betul itu Presiden itu Positivistic Insumatic"
Mahfud MD,Gita Wirjawan,"Sekarang ini, penjara kita sudah over capacity",Jadi benar itu dibebaskan ambil luangnya saja,"Saya bilang orang ini, bicara dasar data tau gak Data penghuni penjara itu sampai pertengahan 2023, Saya masih di Minko Polhuka itu penghuni penjara itu sebanyak 263 ribu Orang",Iya,"Memang sudah over capacity, udah tidur di bawah dimana dan sebagainya"
Gita Wirjawan,Mahfud MD,"Saya menjadi khawatir, ada harapan gak sih untuk penegakan hukum di Indonesia seperti Negara seperti Singapura","Ia kan harapannya minimum untuk membuahkan persepsi bahwa penegakan, penegakan hukum di sini itu sangat bisa dipertanggungjawabkan",Iya semestinya,Harapan itu terletak pada janji konstitusi,Oke
Gita Wirjawan,Mahfud MD,"Pak Mahfud ini produk pendidikan yang luar biasa, gimana sih?","Sekolah saya biasa-biasa aja, kedepan itu gimana sih kalau kita harus melihat sistem pendidikan kita",Oke,Untuk membuahkan produk pendidikan yang keren banget kognisinya bisa dipertanggungjawabkan,Luar biasa
Gita Wirjawan,Mahfud MD,"Daya atau kapasitas berceritanya juga luar biasa, bukan hanya di dalam negeri tapi ke luar negeri dan tentunya ini semua nyambung ke perekonomian ya",Iya pasti,Kesejahteraan yang syukur-syukur bisa didistribusikan secara adil gimana itu Pak,Saya bukan ahli di bidang pendidikan sehingga teori-teori tentu lebih banyak di kuasa orang ,Oke
Gita Wirjawan,Mahfud MD,Bagaimana model pembelajarannya,Tentu sudah selalu ipikirkan dan selalu masuk di dalam pemerintahan yang baru tetapi saya masuk dari aspek hukumnya ,Oke,Keadilan pemerataan pendidikan itu menjadi penting dan dikawal oleh penegakan hukum,Ya
Gita Wirjawan,Mahfud MD,Negara sudah memberikan 20 tu besar sekali 20% itu,Ya untuk anggaran pendidikan silahkan dikalau lah ahli-ahli pendidikan sudah jadi pejabat,Ya,Nah mari kita beri masukan seperti itu,Siap
Gita Wirjawan,Mahfud MD,"Nah, mari kita beri masukan seperti itu karena banyak macam-macam","Ada yang mengatakan kita ini apa kurang pendidikan kewarga negara, ada yang begitu, sehingga sudah sedikit yang berhasil Nasionalisnya",Ya,"Nah ini kita tata semua, tapi kalau dalam sebuah kebijakan yang bulat",Oke
Gita Wirjawan,Mahfud MD,Kita sudah ngobrol banyak Pak Mahfud, Iya banyak ya,"Dari 13 Mei 1957 sampai sekarang, chapter berikutnya apa untuk Pak Mahfud?", Tidak ada,Oke
Gita Wirjawan,Mahfud MD,"Kan begini, siapa yang bisa memikirkan Mahfud MD itu bisa menjadi menteri, masih muda juga, tidak terkenal juga","Tapi kan di dalam Agama itu ada dalil gini, kalau Allah menghendaki sesuatu terjadi diciptakan sebabnya agar itu terjadi itu sebabnya Allah menciptakan situasi dimana Gus Dur jadi presiden","Nah sekarang kembali aja ke sini sebagai standar cita-cita resmi yang tertinggi kan jadi dosen, jadi dosen lagi kita doain yang terbaik
","Amin, terima kasih banyak Pak Gita","Waduh bagus nih, teman-teman itulah Profesor Mahfud MD, terima kasih inilah endgame"
